Category,File,Line,Translation Key,Code Context
Users,src/app/(dashboard)/users/components/users-invite-dialog.tsx,203,fields.last_name.placeholder,"placeholder={t(""fields.last_name.placeholder"")}"
Users,src/app/(dashboard)/users/components/users-invite-dialog.tsx,220,fields.email.label,"<FormLabel>{t(""fields.email.label"")}</FormLabel>"
Users,src/app/(dashboard)/users/components/users-invite-dialog.tsx,224,fields.email.placeholder,"placeholder={t(""fields.email.placeholder"")}"
Users,src/app/(dashboard)/users/components/users-invite-dialog.tsx,260,fields.role.label,"<FormLabel>{t(""fields.role.label"")}</FormLabel>"
Users,src/app/(dashboard)/users/components/users-invite-dialog.tsx,264,fields.role.placeholder,"placeholder={t(""fields.role.placeholder"")}"
Users,src/app/(dashboard)/users/components/users-invite-dialog.tsx,292,invite_dialog.cancel,"{t(""invite_dialog.cancel"")}"
Users,src/app/(dashboard)/users/components/users-invite-dialog.tsx,304,invite_dialog.sending,"{t(""invite_dialog.sending"")}"
Users,src/app/(dashboard)/users/components/users-invite-dialog.tsx,309,invite_dialog.send_invitation,"{t(""invite_dialog.send_invitation"")}"
Users,src/app/(dashboard)/users/components/users-table.tsx,127,table.no_results,"{t(""table.no_results"")}"
Users,src/app/(dashboard)/users/groups/page.tsx,156,breadcrumb.home,"<Link href=""/"">{t(""breadcrumb.home"")}</Link>"
Users,src/app/(dashboard)/users/groups/page.tsx,162,breadcrumb.users,"<Link href=""/users"">{t(""breadcrumb.users"")}</Link>"
Users,src/app/(dashboard)/users/groups/page.tsx,167,breadcrumb.groups,"<BreadcrumbPage>{t(""breadcrumb.groups"")}</BreadcrumbPage>"
Users,src/app/(dashboard)/users/groups/page.tsx,173,page.title,"<h2 className=""text-2xl font-bold tracking-tight"">{t(""page.title"")}</h2>"
Users,src/app/(dashboard)/users/groups/page.tsx,176,action.create,"{t(""action.create"")}"
Users,src/app/(dashboard)/users/groups/page.tsx,185,stats.total_groups,"<CardTitle className=""text-sm font-medium"">{t(""stats.total_groups"")}</CardTitle>"
Users,src/app/(dashboard)/users/groups/page.tsx,191,stats.with_permissions,"{stats.groupsWithPermissions} {t(""stats.with_permissions"")}"
Users,src/app/(dashboard)/users/groups/page.tsx,197,stats.total_users,"<CardTitle className=""text-sm font-medium"">{t(""stats.total_users"")}</CardTitle>"
Users,src/app/(dashboard)/users/groups/page.tsx,203,stats.in_all_groups,"{t(""stats.in_all_groups"")}"
Users,src/app/(dashboard)/users/groups/page.tsx,209,stats.permissions,"<CardTitle className=""text-sm font-medium"">{t(""stats.permissions"")}</CardTitle>"
Users,src/app/(dashboard)/users/groups/page.tsx,215,stats.assigned_to_groups,"{t(""stats.assigned_to_groups"")}"
Users,src/app/(dashboard)/users/groups/page.tsx,221,stats.active_groups,"<CardTitle className=""text-sm font-medium"">{t(""stats.active_groups"")}</CardTitle>"
Users,src/app/(dashboard)/users/groups/page.tsx,227,stats.with_configured_access,"{t(""stats.with_configured_access"")}"
Users,src/app/(dashboard)/users/groups/page.tsx,239,page.tree_title,"{t(""page.tree_title"")}"
Users,src/app/(dashboard)/users/groups/page.tsx,242,page.select_group,"{t(""page.select_group"")}"
Users,src/app/(dashboard)/users/groups/page.tsx,250,action.search,"placeholder={t(""action.search"")}"
Users,src/app/(dashboard)/users/groups/page.tsx,262,message.no_group_found,"{t(""message.no_group_found"")}"
Users,src/app/(dashboard)/users/page.tsx,27,breadcrumb.home,"<Link href=""/"">{t(""breadcrumb.home"")}</Link>"
Users,src/app/(dashboard)/users/page.tsx,32,breadcrumb.users,"<BreadcrumbPage>{t(""breadcrumb.users"")}</BreadcrumbPage>"
Users,src/app/(dashboard)/users/page.tsx,37,page.description,"<h2 className=""text-2xl font-bold tracking-tight"">{t(""page.description"")}</h2>"
Users,src/app/(dashboard)/users/rbac/page.tsx,162,breadcrumb.home,"<Link href=""/"">{t(""breadcrumb.home"")}</Link>"
Users,src/app/(dashboard)/users/rbac/page.tsx,168,breadcrumb.users,"<Link href=""/users"">{t(""breadcrumb.users"")}</Link>"
Users,src/app/(dashboard)/users/rbac/page.tsx,173,breadcrumb.rbac,"<BreadcrumbPage>{t(""breadcrumb.rbac"")}</BreadcrumbPage>"
Users,src/app/(dashboard)/users/rbac/page.tsx,179,page.title,"<h2 className=""text-2xl font-bold tracking-tight"">{t(""page.title"")}</h2>"
Users,src/app/(dashboard)/users/rbac/page.tsx,182,roles.create,"{t(""roles.create"")}"
Users,src/app/(dashboard)/users/rbac/page.tsx,191,roles.total,"<CardTitle className=""text-sm font-medium"">{t(""roles.total"")}</CardTitle>"
Users,src/app/(dashboard)/users/rbac/page.tsx,197,roles.system,"{stats.systemRoles} {t(""roles.system"")}, {stats.customRoles} {t(""roles.custom"")}"
Users,src/app/(dashboard)/users/rbac/page.tsx,197,roles.custom,"{stats.systemRoles} {t(""roles.system"")}, {stats.customRoles} {t(""roles.custom"")}"
Users,src/app/(dashboard)/users/rbac/page.tsx,203,permissions.title,"<CardTitle className=""text-sm font-medium"">{t(""permissions.title"")}</CardTitle>"
Users,src/app/(dashboard)/users/rbac/page.tsx,209,permissions.assigned_to_roles,"{t(""permissions.assigned_to_roles"")}"
Users,src/app/(dashboard)/users/rbac/page.tsx,215,roles.system_roles,"<CardTitle className=""text-sm font-medium"">{t(""roles.system_roles"")}</CardTitle>"
Users,src/app/(dashboard)/users/rbac/page.tsx,221,roles.not_modifiable,"{t(""roles.not_modifiable"")}"
Users,src/app/(dashboard)/users/rbac/page.tsx,227,roles.custom_roles,"<CardTitle className=""text-sm font-medium"">{t(""roles.custom_roles"")}</CardTitle>"
Users,src/app/(dashboard)/users/rbac/page.tsx,233,roles.modifiable,"{t(""roles.modifiable"")}"
Users,src/app/(dashboard)/users/rbac/page.tsx,245,roles.list,"{t(""roles.list"")}"
Users,src/app/(dashboard)/users/rbac/page.tsx,248,roles.select_description,"{t(""roles.select_description"")}"
Users,src/app/(dashboard)/users/rbac/page.tsx,256,field.search_role,"placeholder={t(""field.search_role"")}"
Users,src/app/(dashboard)/users/rbac/page.tsx,268,message.no_role_found,"{t(""message.no_role_found"")}"
